,Date,Quality Level,AQI,AQI Rank in China,PM2.5,PM10,SO2,NO2,CO,O3,Weather Condition,Temperature,Wind Force and Wind Direction
215,2014-06-02,良,62,98,27,46,2,29,0.47,104,阴/多云,17℃/27℃,无持续风向≤3级/无持续风向≤3级
216,2014-06-03,良,75,133,32,60,13,39,0.57,115,晴/晴,20℃/32℃,无持续风向≤3级/无持续风向≤3级
217,2014-06-04,良,98,156,54,90,8,46,0.87,121,雷阵雨/阴,21℃/31℃,无持续风向≤3级/无持续风向≤3级
218,2014-06-05,轻度污染,111,148,60,102,10,46,0.83,132,多云/雷阵雨,23℃/33℃,无持续风向≤3级/无持续风向≤3级
219,2014-06-06,良,88,111,59,96,10,45,1.04,55,中到大雨/阴,18℃/27℃,无持续风向≤3级/无持续风向≤3级
220,2014-06-07,优,37,20,9,26,2,27,0.35,64,晴/多云,17℃/31℃,北风3-4级/无持续风向≤3级
221,2014-06-08,良,56,42,25,56,6,55,0.65,58,雷阵雨/阴,17℃/30℃,北风4-5级/无持续风向≤3级
222,2014-06-09,良,58,79,27,53,6,42,0.59,75,雷阵雨/多云,17℃/31℃,无持续风向≤3级/无持续风向≤3级
223,2014-06-10,良,90,139,66,84,6,42,1.17,78,雷阵雨/雷阵雨,17℃/29℃,无持续风向≤3级/无持续风向≤3级
224,2014-06-11,良,69,89,38,38,2,30,0.7,78,多云/晴,18℃/29℃,无持续风向≤3级/无持续风向≤3级
225,2014-06-12,良,63,43,24,57,5,39,0.51,89,晴/多云,21℃/34℃,无持续风向≤3级/无持续风向≤3级
226,2014-06-13,良,100,105,50,88,7,44,0.87,90,雷阵雨/阴,21℃/32℃,无持续风向≤3级/无持续风向≤3级
227,2014-06-14,良,83,76,37,67,3,39,0.63,119,多云/多云,22℃/32℃,无持续风向≤3级/无持续风向≤3级
228,2014-06-15,轻度污染,149,164,98,138,13,50,1.16,134,雷阵雨/雷阵雨,23℃/34℃,无持续风向≤3级/无持续风向≤3级
229,2014-06-16,中度污染,167,174,126,150,3,41,1.01,120,中雨/雷阵雨,21℃/29℃,无持续风向≤3级/无持续风向≤3级
230,2014-06-17,轻度污染,120,161,81,99,3,33,0.89,114,雷阵雨/雷阵雨,20℃/28℃,无持续风向≤3级/无持续风向≤3级
231,2014-06-18,良,87,129,60,72,3,35,0.73,99,雷阵雨/阴,20℃/30℃,无持续风向≤3级/无持续风向≤3级
232,2014-06-19,中度污染,158,181,120,132,5,44,1.16,91,雷阵雨/雷阵雨,19℃/28℃,无持续风向≤3级/无持续风向≤3级
233,2014-06-20,良,71,145,43,37,2,27,0.79,86,多云/多云,19℃/27℃,无持续风向≤3级/无持续风向≤3级
234,2014-06-21,良,100,176,65,62,4,33,0.96,83,雷阵雨/雷阵雨,19℃/27℃,无持续风向≤3级/无持续风向≤3级
235,2014-06-22,良,59,89,28,40,2,30,0.58,81,雷阵雨/阴,18℃/28℃,无持续风向≤3级/无持续风向≤3级
236,2014-06-23,良,64,80,23,44,2,37,0.47,90,晴/晴,20℃/32℃,无持续风向≤3级/无持续风向≤3级
237,2014-06-24,良,97,135,49,86,5,51,0.73,117,多云/雷阵雨,22℃/32℃,无持续风向≤3级/无持续风向≤3级
238,2014-06-25,轻度污染,134,183,100,124,10,47,1.21,87,雷阵雨/雷阵雨,21℃/28℃,无持续风向≤3级/无持续风向≤3级
239,2014-06-26,中度污染,173,185,125,53,3,32,1.05,114,多云/晴,23℃/31℃,无持续风向≤3级/无持续风向≤3级
240,2014-06-27,优,47,55,18,40,2,33,0.43,76,晴/晴,21℃/35℃,无持续风向≤3级/无持续风向≤3级
241,2014-06-28,优,50,45,19,45,5,41,0.43,68,晴/晴,22℃/37℃,无持续风向≤3级/无持续风向≤3级
242,2014-06-29,良,84,125,41,84,10,51,1.0,88,多云/多云,23℃/35℃,无持续风向≤3级/无持续风向≤3级
243,2014-06-30,轻度污染,121,167,72,120,15,52,1.17,144,多云/阴,24℃/33℃,无持续风向≤3级/无持续风向≤3级
244,2014-07-01,轻度污染,124,158,88,136,17,48,0.99,96,大雨/大雨,21℃/32℃,无持续风向≤3级/无持续风向≤3级
245,2014-07-02,良,84,148,55,57,2,27,0.87,100,阵雨/阴,22℃/27℃,无持续风向≤3级/无持续风向≤3级
246,2014-07-03,重度污染,238,189,189,111,4,39,1.28,83,雷阵雨/雷阵雨,23℃/29℃,无持续风向≤3级/无持续风向≤3级
247,2014-07-04,重度污染,237,189,186,118,4,39,1.26,102,多云/多云,23℃/31℃,无持续风向≤3级/无持续风向≤3级
248,2014-07-05,中度污染,167,188,124,105,3,38,1.14,95,霾/阴,23℃/32℃,无持续风向≤3级/无持续风向≤3级
249,2014-07-06,严重污染,253,190,202,154,8,35,1.35,108,霾/多云,24℃/31℃,无持续风向≤3级/无持续风向≤3级
250,2014-07-07,重度污染,210,187,165,185,8,40,1.17,114,多云/阴,24℃/32℃,无持续风向≤3级/无持续风向≤3级
251,2014-07-08,轻度污染,150,179,105,123,8,40,0.86,75,晴/多云,23℃/34℃,无持续风向≤3级/无持续风向≤3级
252,2014-07-09,良,59,75,24,69,5,54,0.56,47,多云/多云,22℃/32℃,无持续风向≤3级/无持续风向≤3级
253,2014-07-10,良,78,109,27,80,8,42,0.51,95,晴/晴,24℃/37℃,无持续风向≤3级/无持续风向≤3级
254,2014-07-11,良,60,71,26,63,4,37,0.44,82,晴/多云,22℃/36℃,无持续风向≤3级/无持续风向≤3级
255,2014-07-12,优,49,58,12,37,2,32,0.32,86,晴/晴,22℃/34℃,无持续风向≤3级/无持续风向≤3级
256,2014-07-13,优,49,61,16,52,2,39,0.4,64,多云/多云,22℃/36℃,无持续风向≤3级/无持续风向≤3级
257,2014-07-14,良,91,123,26,63,4,42,0.52,110,雷阵雨/多云,23℃/36℃,无持续风向≤3级/无持续风向≤3级
258,2014-07-15,轻度污染,111,182,49,110,6,28,0.6,162,雷阵雨/多云,24℃/35℃,无持续风向≤3级/无持续风向≤3级
259,2014-07-16,轻度污染,117,178,86,107,4,43,0.8,64,雷阵雨/雷阵雨,23℃/32℃,无持续风向≤3级/无持续风向≤3级
260,2014-07-17,中度污染,173,189,132,134,4,40,1.84,80,多云/阴,24℃/31℃,无持续风向≤3级/无持续风向≤3级
261,2014-07-18,中度污染,185,190,141,109,6,37,1.63,121,多云/晴,25℃/35℃,无持续风向≤3级/无持续风向≤3级
262,2014-07-19,轻度污染,116,179,81,101,2,32,0.75,109,晴/多云,26℃/36℃,无持续风向≤3级/无持续风向≤3级
263,2014-07-20,良,97,164,66,91,3,26,0.72,104,多云/雷阵雨,26℃/36℃,无持续风向≤3级/无持续风向≤3级
264,2014-07-21,良,51,60,26,42,4,23,0.48,71,阵雨/阴,26℃/32℃,无持续风向≤3级/无持续风向≤3级
265,2014-07-22,优,39,22,11,36,7,39,0.47,37,阴/阵雨,24℃/31℃,无持续风向≤3级/无持续风向≤3级
266,2014-07-23,良,63,116,25,74,5,59,0.71,41,多云/多云,23℃/33℃,无持续风向≤3级/无持续风向≤3级
267,2014-07-24,良,86,155,61,112,6,68,0.98,53,阵雨/阴,24℃/30℃,无持续风向≤3级/无持续风向≤3级
268,2014-07-25,轻度污染,109,176,64,90,6,42,1.22,108,晴/晴,22℃/34℃,无持续风向≤3级/无持续风向≤3级
269,2014-07-26,中度污染,155,180,94,135,10,41,1.18,143,晴/晴,25℃/35℃,无持续风向≤3级/无持续风向≤3级
270,2014-07-27,中度污染,160,184,106,154,17,34,0.98,165,晴/多云,24℃/35℃,南风3-4级/无持续风向≤3级
271,2014-07-28,中度污染,168,189,121,155,8,32,0.94,133,晴/多云,24℃/35℃,南风3-4级/无持续风向≤3级
272,2014-07-29,中度污染,164,186,125,149,5,28,0.85,137,雷阵雨/中雨,22℃/33℃,无持续风向≤3级/无持续风向≤3级
273,2014-07-30,中度污染,160,189,119,68,2,28,1.35,104,阴/多云,24℃/29℃,无持续风向≤3级/无持续风向≤3级
274,2014-07-31,重度污染,244,190,193,72,3,35,1.62,104,晴/晴,24℃/32℃,无持续风向≤3级/无持续风向≤3级
275,2014-08-01,中度污染,196,189,148,126,3,34,1.33,112,阴/多云,25℃/32℃,无持续风向≤3级/无持续风向≤3级
276,2014-08-02,中度污染,164,185,124,131,2,39,1.07,111,多云/多云,26℃/33℃,无持续风向≤3级/无持续风向≤3级
277,2014-08-03,中度污染,151,183,110,138,2,38,1.01,107,阴/中雨,24℃/34℃,无持续风向≤3级/无持续风向≤3级
278,2014-08-04,优,50,32,31,42,2,36,0.61,38,阵雨/阴,21℃/29℃,无持续风向≤3级/无持续风向≤3级
279,2014-08-05,优,48,60,24,49,5,37,0.58,58,多云/多云,21℃/31℃,无持续风向≤3级/无持续风向≤3级
280,2014-08-06,良,59,89,31,63,2,46,0.58,66,多云/晴,21℃/34℃,无持续风向≤3级/无持续风向≤3级
281,2014-08-07,轻度污染,114,190,61,92,10,44,1.13,124,晴/晴,21℃/32℃,无持续风向≤3级/无持续风向≤3级
282,2014-08-09,轻度污染,133,189,81,123,8,41,1.08,125,阴/雷阵雨,21℃/31℃,无持续风向≤3级/无持续风向≤3级
283,2014-08-10,良,78,138,32,51,2,33,0.6,106,晴/晴,22℃/32℃,无持续风向≤3级/无持续风向≤3级
284,2014-08-11,良,51,53,23,48,2,39,0.48,80,晴/晴,21℃/33℃,无持续风向≤3级/无持续风向≤3级
285,2014-08-12,良,70,123,24,57,5,44,0.65,97,阴/小到中雨,19℃/32℃,无持续风向≤3级/无持续风向≤3级
286,2014-08-13,优,45,54,25,35,2,34,0.61,59,阵雨/多云,18℃/24℃,无持续风向≤3级/无持续风向≤3级
287,2014-08-14,良,61,119,29,44,3,38,0.63,75,多云/雷阵雨,20℃/31℃,无持续风向≤3级/无持续风向≤3级
288,2014-08-15,良,73,108,33,65,4,47,0.61,89,多云/晴,20℃/32℃,无持续风向≤3级/无持续风向≤3级
289,2014-08-16,良,97,145,54,92,6,49,0.87,121,晴/多云,22℃/32℃,无持续风向≤3级/无持续风向≤3级
290,2014-08-17,良,96,174,52,87,4,31,0.78,136,雷阵雨/阴,21℃/30℃,无持续风向≤3级/无持续风向≤3级
291,2014-08-18,良,88,172,57,85,5,37,0.82,117,多云/多云,21℃/30℃,无持续风向≤3级/无持续风向≤3级
292,2014-08-19,轻度污染,129,187,85,119,5,40,0.97,129,多云/晴,22℃/32℃,无持续风向≤3级/无持续风向≤3级
293,2014-08-20,轻度污染,143,185,103,145,13,40,1.07,133,晴/多云,23℃/34℃,无持续风向≤3级/无持续风向≤3级
294,2014-08-21,中度污染,178,188,126,168,8,48,1.15,120,雷阵雨/多云,23℃/32℃,无持续风向≤3级/无持续风向≤3级
295,2014-08-23,轻度污染,142,184,106,138,4,54,1.09,114,阴/雷阵雨,22℃/31℃,无持续风向≤3级/无持续风向≤3级
296,2014-08-24,优,46,41,16,37,4,27,0.44,72,多云/晴,19℃/31℃,无持续风向≤3级/北风3-4级
297,2014-08-25,优,45,33,16,42,3,36,0.45,64,晴/晴,19℃/32℃,无持续风向≤3级/无持续风向≤3级
298,2014-08-26,良,64,78,24,71,4,60,0.54,59,晴/多云,20℃/33℃,无持续风向≤3级/无持续风向≤3级
299,2014-08-27,良,90,167,47,106,7,59,0.7,101,晴/多云,20℃/34℃,无持续风向≤3级/无持续风向≤3级
300,2014-08-28,轻度污染,104,177,77,119,6,53,0.91,94,阵雨/小到中雨,19℃/27℃,无持续风向≤3级/无持续风向≤3级
301,2014-08-29,良,98,170,73,81,3,35,0.98,104,多云/多云,19℃/27℃,无持续风向≤3级/无持续风向≤3级
302,2014-08-30,中度污染,170,189,128,147,4,58,1.53,43,阵雨/小到中雨,19℃/27℃,无持续风向≤3级/无持续风向≤3级
303,2014-08-31,良,87,163,64,49,2,29,0.99,86,阴/多云,20℃/26℃,无持续风向≤3级/无持续风向≤3级
304,2014-09-01,轻度污染,126,178,94,83,3,45,1.59,57,雷阵雨/大到暴雨,19℃/25℃,无持续风向≤3级/无持续风向≤3级
305,2014-09-02,优,36,24,19,14,2,30,0.83,58,小到中雨/阵雨,18℃/23℃,无持续风向≤3级/无持续风向≤3级
306,2014-09-03,优,36,39,14,34,5,37,0.55,57,晴/晴,18℃/29℃,无持续风向≤3级/无持续风向≤3级
307,2014-09-04,良,70,117,40,86,4,66,0.86,48,晴/晴,17℃/33℃,无持续风向≤3级/无持续风向≤3级
308,2014-09-05,轻度污染,120,166,86,137,8,51,1.03,104,晴/晴,19℃/30℃,无持续风向≤3级/无持续风向≤3级
309,2014-09-06,中度污染,183,190,137,161,11,39,1.38,109,多云/阵雨,21℃/28℃,无持续风向≤3级/无持续风向≤3级
310,2014-09-07,中度污染,196,189,150,182,9,43,1.26,92,阴/晴,21℃/29℃,无持续风向≤3级/北风3-4级
311,2014-09-08,优,46,38,13,30,3,24,0.34,74,晴/多云,17℃/30℃,北风3-4级/无持续风向≤3级
312,2014-09-09,良,75,127,35,82,5,48,0.65,84,晴/晴,16℃/29℃,无持续风向≤3级/无持续风向≤3级
313,2014-09-10,良,97,165,63,111,11,56,1.08,92,晴/阴,18℃/28℃,无持续风向≤3级/无持续风向≤3级
314,2014-09-11,轻度污染,109,185,82,122,14,63,1.41,58,阵雨/阵雨,18℃/27℃,无持续风向≤3级/无持续风向≤3级
315,2014-09-12,良,98,185,72,53,3,50,0.96,42,阴/多云,17℃/26℃,无持续风向≤3级/无持续风向≤3级
316,2014-09-13,良,93,176,67,96,7,49,0.8,69,多云/阴,19℃/26℃,无持续风向≤3级/无持续风向≤3级
317,2014-09-14,良,69,158,41,76,3,47,0.54,35,阴/多云,15℃/25℃,北风3-4级/无持续风向≤3级
318,2014-09-15,优,45,68,17,47,5,36,0.4,38,晴/晴,13℃/27℃,无持续风向≤3级/无持续风向≤3级
319,2014-09-16,良,71,166,38,91,4,66,0.6,19,多云/阴,14℃/25℃,无持续风向≤3级/无持续风向≤3级
320,2014-09-17,良,75,179,50,88,3,61,0.71,26,多云/晴,13℃/23℃,无持续风向≤3级/无持续风向≤3级
321,2014-09-18,良,88,174,62,94,3,58,0.73,59,晴/多云,14℃/26℃,无持续风向≤3级/无持续风向≤3级
322,2014-09-19,轻度污染,102,175,76,113,5,61,0.88,53,阴/雷阵雨,16℃/25℃,无持续风向≤3级/无持续风向≤3级
323,2014-09-20,中度污染,159,187,121,126,4,53,1.19,78,多云/晴,16℃/27℃,无持续风向≤3级/无持续风向≤3级
324,2014-09-21,轻度污染,134,180,101,120,14,45,1.72,67,多云/雾,17℃/24℃,无持续风向≤3级/无持续风向≤3级
325,2014-09-22,轻度污染,124,175,93,107,10,58,1.98,22,阵雨/小到中雨,17℃/24℃,无持续风向≤3级/无持续风向≤3级
326,2014-09-23,良,66,125,47,22,2,40,1.08,14,小到中雨/小雨,15℃/20℃,无持续风向≤3级/无持续风向≤3级
327,2014-09-24,优,49,54,33,40,2,44,0.79,33,晴/晴,14℃/24℃,无持续风向≤3级/无持续风向≤3级
328,2014-09-25,轻度污染,139,184,104,127,3,53,1.29,26,多云/阴,17℃/23℃,无持续风向≤3级/无持续风向≤3级
329,2014-09-26,中度污染,162,181,122,100,8,62,1.58,21,阵雨/多云,15℃/22℃,无持续风向≤3级/无持续风向≤3级
330,2014-09-27,良,51,44,30,36,2,41,0.58,45,晴/晴,15℃/24℃,无持续风向≤3级/无持续风向≤3级
331,2014-09-28,良,84,139,56,107,8,67,1.23,18,多云/阴,16℃/23℃,无持续风向≤3级/无持续风向≤3级
332,2014-09-29,良,78,162,51,76,3,38,0.88,32,多云/晴,10℃/23℃,北风4-5级/无持续风向≤3级
333,2014-09-30,优,48,76,23,51,7,39,0.62,24,阴/阴,11℃/17℃,无持续风向≤3级/无持续风向≤3级
334,2014-10-01,良,91,166,66,77,4,57,0.97,3,阵雨/小雨,10℃/16℃,无持续风向≤3级/无持续风向≤3级
335,2014-10-02,良,75,108,54,51,4,46,0.95,18,晴/雾,11℃/20℃,无持续风向≤3级/无持续风向≤3级
336,2014-10-03,轻度污染,119,175,89,108,4,52,1.59,8,阵雨/小雨,12℃/17℃,无持续风向≤3级/无持续风向≤3级
337,2014-10-04,轻度污染,101,168,75,45,2,38,1.13,37,阵雨/阴,12℃/16℃,无持续风向≤3级/无持续风向≤3级
338,2014-10-05,优,48,18,29,40,2,29,0.7,38,晴/晴,8℃/21℃,北风3-4级/无持续风向≤3级
339,2014-10-06,优,47,13,25,50,2,46,0.46,36,晴/晴,9℃/20℃,无持续风向≤3级/无持续风向≤3级
340,2014-10-07,中度污染,179,179,139,181,12,86,1.29,46,晴/晴,11℃/22℃,无持续风向≤3级/无持续风向≤3级
341,2014-10-08,严重污染,309,186,258,292,9,102,2.09,30,霾/霾,13℃/22℃,无持续风向≤3级/无持续风向≤3级
342,2014-10-09,严重污染,380,187,331,354,5,92,2.29,34,霾/霾,14℃/22℃,无持续风向≤3级/无持续风向≤3级
343,2014-10-10,严重污染,351,187,300,268,12,84,2.36,48,霾/霾,13℃/22℃,无持续风向≤3级/无持续风向≤3级
344,2014-10-11,重度污染,233,186,190,126,6,60,1.8,38,阵雨/阵雨,14℃/21℃,北风3-4级/北风4-5级
345,2014-10-12,优,25,2,6,8,2,22,0.25,45,阴/阴,6℃/17℃,北风4-5级/无持续风向≤3级
346,2014-10-13,优,29,2,11,26,4,30,0.31,37,晴/晴,4℃/18℃,无持续风向≤3级/无持续风向≤3级
347,2014-10-14,良,72,58,43,90,7,61,0.69,28,晴/多云,7℃/20℃,无持续风向≤3级/无持续风向≤3级
348,2014-10-15,良,81,32,43,99,4,43,0.59,34,晴/晴,6℃/23℃,北风5-6级/北风3-4级
349,2014-10-16,良,73,60,33,93,7,54,0.63,28,晴/晴,7℃/22℃,南风3-4级/无持续风向≤3级
350,2014-10-17,轻度污染,127,142,93,176,11,104,1.21,23,晴/霾,8℃/22℃,无持续风向≤3级/无持续风向≤3级
351,2014-10-18,中度污染,194,170,152,229,17,113,2.0,46,霾/霾,11℃/24℃,无持续风向≤3级/无持续风向≤3级
352,2014-10-19,严重污染,289,188,238,307,12,118,2.39,31,霾/霾,10℃/21℃,无持续风向≤3级/无持续风向≤3级
353,2014-10-20,严重污染,254,186,203,226,4,75,1.55,20,霾/雾,9℃/21℃,无持续风向≤3级/无持续风向≤3级
354,2014-10-21,良,67,55,33,81,19,56,1.21,18,阴/晴,7℃/17℃,无持续风向≤3级/无持续风向≤3级
355,2014-10-22,良,100,119,71,135,10,75,1.26,4,阴/多云,8℃/16℃,无持续风向≤3级/无持续风向≤3级
356,2014-10-23,中度污染,154,162,116,175,12,87,1.56,6,霾/霾,12℃/17℃,无持续风向≤3级/无持续风向≤3级
357,2014-10-24,严重污染,263,183,212,260,10,87,2.06,26,霾/雾,11℃/19℃,无持续风向≤3级/无持续风向≤3级
358,2014-10-25,严重污染,341,187,291,327,6,88,2.45,24,霾/雾,12℃/19℃,无持续风向≤3级/北风3-4级
359,2014-10-26,良,85,65,58,61,2,39,0.67,40,晴/晴,4℃/19℃,北风4-5级/北风3-4级
360,2014-10-27,优,50,12,24,58,7,52,0.63,20,晴/晴,3℃/15℃,无持续风向≤3级/无持续风向≤3级
361,2014-10-28,良,84,122,61,109,11,71,1.0,12,多云/多云,6℃/16℃,无持续风向≤3级/无持续风向≤3级
362,2014-10-29,轻度污染,138,163,104,160,12,88,1.29,14,多云/阴,9℃/16℃,无持续风向≤3级/无持续风向≤3级
363,2014-10-30,重度污染,203,174,155,194,16,99,1.68,9,小雨/多云,9℃/15℃,无持续风向≤3级/无持续风向≤3级
364,2014-10-31,重度污染,201,167,152,180,10,88,2.12,8,小雨/雾,9℃/14℃,无持续风向≤3级/无持续风向≤3级
365,2014-11-01,良,85,110,57,85,5,49,1.07,22,多云/晴,6℃/17℃,北风3-4级/北风4-5级
366,2014-11-02,优,29,4,7,25,3,24,0.34,44,晴/晴,2℃/13℃,北风4-5级/无持续风向≤3级
367,2014-11-03,良,51,31,24,55,5,45,0.76,25,晴/多云,5℃/17℃,无持续风向≤3级/无持续风向≤3级
368,2014-11-04,轻度污染,126,176,94,135,15,69,1.39,16,多云/阴,6℃/16℃,无持续风向≤3级/无持续风向≤3级
369,2014-11-05,轻度污染,125,152,91,112,8,57,1.42,25,晴/晴,6℃/18℃,北风3-4级/北风3-4级
370,2014-11-06,优,34,6,9,22,2,24,0.36,46,晴/多云,2℃/12℃,无持续风向≤3级/无持续风向≤3级
371,2014-11-07,良,61,61,41,67,12,47,1.16,15,阴/阴,2℃/10℃,无持续风向≤3级/无持续风向≤3级
372,2014-11-08,良,91,138,67,85,8,56,1.48,17,晴/晴,0℃/12℃,无持续风向≤3级/无持续风向≤3级
373,2014-11-09,良,79,105,57,77,6,57,1.11,26,晴/晴,1℃/14℃,无持续风向≤3级/无持续风向≤3级
374,2014-11-10,良,92,80,67,87,8,66,1.34,17,晴/阴,3℃/15℃,无持续风向≤3级/北风3-4级
375,2014-11-11,良,70,57,33,66,4,30,0.69,38,阴/晴,2℃/13℃,北风4-5级/北风3-4级
376,2014-11-12,优,42,31,5,41,2,10,0.22,62,晴/晴,-1℃/9℃,北风5-6级/北风3-4级
377,2014-11-13,优,44,22,22,45,7,48,0.76,26,晴/晴,-2℃/11℃,无持续风向≤3级/无持续风向≤3级
378,2014-11-14,良,54,18,33,60,15,56,1.03,17,晴/多云,0℃/12℃,无持续风向≤3级/无持续风向≤3级
379,2014-11-15,轻度污染,124,145,93,137,32,84,2.05,5,阴/小雨,1℃/9℃,无持续风向≤3级/无持续风向≤3级
380,2014-11-16,轻度污染,105,100,74,108,15,55,1.58,28,多云/晴,0℃/11℃,北风3-4级/无持续风向≤3级
381,2014-11-17,优,38,3,21,40,13,45,0.74,32,晴/晴,-2℃/11℃,无持续风向≤3级/无持续风向≤3级
382,2014-11-18,良,78,42,55,93,28,69,1.72,10,晴/多云,0℃/13℃,无持续风向≤3级/无持续风向≤3级
383,2014-11-19,严重污染,267,187,217,284,43,122,3.32,4,阴/雾,0℃/10℃,无持续风向≤3级/无持续风向≤3级
384,2014-11-20,严重污染,342,186,291,360,29,135,3.72,4,霾/晴,-1℃/12℃,无持续风向≤3级/无持续风向≤3级
385,2014-11-21,重度污染,215,152,176,225,20,108,2.69,13,霾/晴,0℃/12℃,无持续风向≤3级/无持续风向≤3级
386,2014-11-22,优,50,10,31,54,14,55,0.82,25,晴/阴,0℃/11℃,无持续风向≤3级/无持续风向≤3级
